Name,PlayerId,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD
Hunter Parsons,sa3011606,NYM,0.047,0.0586,0.0198,4.68765,0.7394,0.0554,0,0,1,4.432,0.9526,0.5566,0.52085,0.149111,0.4993,,0.0554,0.8859,7.9731,4.4937,1.77428,1.342,0.199887,0.112658,0.087229244,0.245686,1.4519,0.282691,0.72019,,,4.99996,-0.00834454,-0.048189,999,,,
Breidy Encarnación,sa3009205,MIA,0.0418,0.0566,0,4.96611,1,0,0,0,1,4.468,1.0147,0.5881,0.55179,0.146222,0.4925,,0.0452,0.8339,7.5051,4.4325,1.6932,1.316,0.186638,0.110228,0.076410018,0.258174,1.5072,0.294382,0.705649,,,5.0154,-0.00834618,-0.0480264,999,,,
Dylan Spacke,sa3010812,,0.0437,0.0547,0,4.88322,1,0,0,0,1,4.47,1.0595,0.5832,0.54258,0.134333,0.4561,,0.0596,0.7154,6.4386,4.1049,1.56852,1.209,0.160045,0.102036,0.058008946,0.267936,1.5156,0.298002,0.702355,,,5.03185,-0.00834894,-0.0478541,999,,,
Luís Madero,20399,MIA,0.0415,0.057,0,5.04774,1,0,0,0,1,4.45,1.0731,0.5979,0.56086,0.150556,0.4182,,0.0425,0.7464,6.7176,3.7638,1.78479,1.355,0.16773,0.0939775,0.07375282,0.268995,1.4913,0.298332,0.697684,,,5.01573,-0.00834994,-0.0480264,999,,,
Chase De Jong,15036,,0.0441,0.0543,0,4.86738,1,0,0,0,1,4.417,1.0148,0.5742,0.54082,0.165,0.4182,,0.0477,0.8498,7.6482,3.7638,2.03204,1.485,0.192393,0.0946796,0.097713389,0.25684,1.433,0.289412,0.714476,,,5.01231,-0.00835217,-0.0478541,999,,,
Dominic Pipkin,sa3007896,PHI,0.0448,0.0536,0,4.83795,1,0,0,0,1,4.468,1.0068,0.5768,0.53755,0.137556,0.5125,,0.0579,0.7858,7.0722,4.6125,1.53327,1.238,0.175873,0.114705,0.061168313,0.258313,1.5193,0.292257,0.710397,,,5.09703,-0.00836349,-0.047174,999,,,
Christian Montes De Oca,sa3018207,ARI,0.2063,0.2309,0,4.57438,4.4444,0,0,0.2734,4.4444,19.425,4.6127,2.4276,2.25893,0.551106,1.7095,,0.2125,3.4797,7.04646,3.46177,2.03551,1.116,0.179135,0.0880051,0.091129996,0.263538,1.42251,0.30148,0.701647,,,4.51269,-0.00836586,0.00895319,999,,,
Ben Onyshko,sa3008096,,0.0444,0.054,0,4.73481,1,0,0,0,1,4.498,1.0396,0.5668,0.52609,0.125333,0.4576,,0.1056,0.7269,6.5421,4.1184,1.58851,1.128,0.161605,0.101734,0.059871048,0.264207,1.4972,0.296593,0.703924,,,5.03435,-0.00837717,-0.0478541,999,,,
Odalvi Javier,sa877574,,0.0423,0.0561,0,4.9212,1,0,0,0,1,4.462,1.0202,0.5845,0.5468,0.142333,0.4792,,0.067,0.7641,6.8769,4.3128,1.59453,1.281,0.171246,0.107396,0.063850291,0.260534,1.4994,0.291711,0.703697,,,5.12995,-0.00837943,-0.0468385,999,,,
Dellin Betances,6216,,0.0434,0.055,0,4.97826,1,0,0,0,1,4.472,1.0126,0.5912,0.55314,0.138444,0.5013,,0.0589,0.8073,7.2657,4.5117,1.61041,1.246,0.180523,0.112097,0.06842576,0.258858,1.5139,0.29472,0.698974,,,5.03499,-0.00838444,-0.0478541,999,,,
Jake Reed,16209,,0.0445,0.0539,0,4.73751,1,0,0,0,1,4.415,1.0389,0.565,0.52639,0.140333,0.4046,,0.0666,0.7356,6.6204,3.6414,1.81809,1.263,0.166614,0.0916421,0.074971691,0.263426,1.4435,0.292896,0.704472,,,4.93595,-0.00839523,-0.0478541,999,,,
Patrick Smith,sa1170802,,0.0444,0.054,0,4.73922,1,0,0,0,1,4.519,1.0099,0.5673,0.52658,0.123333,0.5594,,0.0588,0.7954,7.1586,5.0346,1.42188,1.11,0.176012,0.123788,0.052223943,0.258896,1.5693,0.297299,0.71744,,,5.03635,-0.00839975,-0.0478541,999,,,
Bryce Collins,sa3023438,CHW,0.0413,0.0571,0,4.77567,1,0,0,0,1,4.492,0.9668,0.5696,0.53063,0.137333,0.5925,,0.0422,0.8791,7.9119,5.3325,1.48371,1.236,0.195703,0.131901,0.063802332,0.250642,1.5593,0.291977,0.723976,,,5.10045,-0.00840201,-0.047174,999,,,
Gregori Vasquez,sa873328,,0.0456,0.0528,0,4.85514,1,0,0,0,1,4.39,1.0672,0.5766,0.53946,0.157667,0.3636,,0.0406,0.7085,6.3765,3.2724,1.94857,1.419,0.16139,0.0828246,0.078564927,0.267751,1.4308,0.291551,0.705912,,,5.01448,-0.0084069,-0.0480934,999,,,
Yeizo Campos,sa919234,,0.044,0.0544,0,4.87296,1,0,0,0,1,4.423,1.034,0.5781,0.54144,0.151778,0.429,,0.0441,0.7616,6.8544,3.861,1.77529,1.366,0.172191,0.096993,0.075197838,0.261779,1.463,0.290537,0.707631,,,5.03842,-0.00842321,-0.0478541,999,,,
Cole Uvila,sa3006804,BAL,0.0456,0.0528,0,4.84803,1,0,0,0,1,4.446,1.0216,0.5765,0.53867,0.146444,0.4751,,0.0382,0.7989,7.1901,4.2759,1.68154,1.318,0.17969,0.10686,0.0728295,0.259771,1.4967,0.292953,0.712407,,,5.01509,-0.00842396,-0.0481029,999,,,
Zak Baayoun,sa3010661,,0.0415,0.0569,0,5.22279,1,0,0,0,1,4.49,1.1135,0.6194,0.58031,0.151889,0.4422,,0.0485,0.7615,6.8535,3.9798,1.72207,1.367,0.169599,0.0984855,0.071113586,0.278424,1.5557,0.311613,0.697142,,,5.09287,-0.00842823,-0.0472794,999,,,
Dayeison Arias,sa3002812,,0.0444,0.054,0,4.79988,1,0,0,0,1,4.439,0.9604,0.5674,0.53332,0.152889,0.4931,,0.0586,0.8864,7.9776,4.4379,1.79761,1.376,0.199685,0.111084,0.08860103,0.247061,1.4535,0.283535,0.714911,,,5.03907,-0.00843048,-0.0478541,999,,,
Marcus Reyes,sa3004489,,0.045,0.0574,0.0107,4.80744,0.8574,0.0304,0,0,1,4.448,1.0547,0.5731,0.53416,0.141444,0.4464,,0.0407,0.715,6.435,4.0176,1.6017,1.273,0.160746,0.10036,0.060386688,0.266278,1.5011,0.294176,0.71216,,,5.03929,-0.00843299,-0.0478541,999,,,
Ronald Bolaños,20041,,0.044,0.0544,0,4.82031,1,0,0,0,1,4.46,1.0602,0.577,0.53559,0.131222,0.4539,,0.0625,0.6915,6.2235,4.0851,1.52346,1.181,0.155045,0.101771,0.053273536,0.268841,1.5141,0.297666,0.704381,,,5.0413,-0.0084557,-0.0478541,999,,,
J.T. Hintzen,sa3006763,,0.0444,0.0568,0.007,4.88115,0.9011,0.0211,0,0,1,4.419,1.0248,0.5783,0.54235,0.154556,0.4318,,0.0439,0.782,7.038,3.8862,1.81102,1.391,0.176963,0.0977144,0.079248689,0.259884,1.4566,0.289431,0.70818,,,5.04153,-0.00845833,-0.0478541,999,,,
Ramon Perez,sa3004005,,0.0449,0.0556,0.0055,4.73049,0.9258,0.0158,0,0,1,4.52,0.9817,0.5653,0.52561,0.126333,0.5854,,0.0575,0.8487,7.6383,5.2686,1.44978,1.137,0.187765,0.129513,0.0582522,0.253205,1.5671,0.294744,0.720598,,,5.04285,-0.00847314,-0.0478541,999,,,
Pedro Garcia,sa3011805,,0.0435,0.0549,0,4.92669,1,0,0,0,1,4.458,0.9769,0.5833,0.54741,0.156333,0.5209,,0.0569,0.9172,8.2548,4.6881,1.7608,1.407,0.205742,0.116846,0.088896364,0.251765,1.4978,0.292363,0.715049,,,5.10055,-0.00847426,-0.0472411,999,,,
Adam Warren,9029,,0.0436,0.0548,0,4.93695,1,0,0,0,1,4.45,1.0521,0.5861,0.54855,0.151333,0.4326,,0.0468,0.7655,6.8895,3.8934,1.76953,1.362,0.172022,0.0972135,0.074808992,0.264973,1.4847,0.294969,0.705984,,,5.04375,-0.00848329,-0.0478541,750.8800049,,,
Robert Winslow,sa3010263,,0.0445,0.0581,0.0111,4.90059,0.8475,0.0325,0,0,1,4.464,1.0117,0.5821,0.54451,0.144444,0.4914,,0.0515,0.8164,7.3476,4.4226,1.66138,1.3,0.182885,0.110081,0.072804652,0.258014,1.5031,0.292966,0.707984,,,5.04289,-0.0084838,-0.0478636,999,,,
Nick Trogrlic-Iverson,sa3014782,,0.0437,0.0547,0,4.88961,1,0,0,0,1,4.437,1.096,0.5843,0.54329,0.139889,0.3884,,0.0545,0.6363,5.7267,3.4956,1.63826,1.259,0.143408,0.0875366,0.055871092,0.274405,1.4844,0.297122,0.698534,,,5.04387,-0.00848467,-0.0478541,999,,,
Carlos Meza,sa3006410,ARI,0.0446,0.0538,0,4.91382,1,0,0,0,1,4.583,1.0271,0.5885,0.54598,0.107889,0.6185,,0.0662,0.7754,6.9786,5.5665,1.25368,0.971,0.16919,0.134955,0.034235224,0.263474,1.6456,0.304878,0.707301,,,5.07507,-0.00849145,-0.0475285,999,,,
Nick Howard,sa827196,,0.0436,0.0548,0,4.91364,1,0,0,0,1,4.517,1.0379,0.5874,0.54596,0.126444,0.5436,,0.0486,0.7723,6.9507,4.8924,1.42071,1.138,0.170976,0.120345,0.050630949,0.264447,1.5815,0.301203,0.707808,,,5.04499,-0.00849734,-0.0478541,999,,,
Brandon Finnegan,16208,,0.0424,0.0642,0.0224,4.73895,0.7122,0.0612,0,0,1,4.462,1.0086,0.5665,0.52655,0.139333,0.5214,,0.042,0.7798,7.0182,4.6926,1.49559,1.254,0.174765,0.116853,0.057911254,0.258708,1.53,0.291752,0.721759,,,5.11115,-0.00852281,-0.047174,999,,,
Jordan Mikel,sa3015094,CHW,0.0413,0.0571,0,4.79628,1,0,0,0,1,4.407,1.0088,0.5692,0.53292,0.158444,0.4365,,0.0522,0.7924,7.1316,3.9285,1.81535,1.426,0.179805,0.099047,0.080757871,0.257459,1.4453,0.286561,0.716074,,,5.11029,-0.00852331,-0.0471836,999,,,
Gabriel Ponce,sa3009985,,0.0442,0.0542,0,4.8429,1,0,0,0,1,4.468,0.9657,0.5735,0.5381,0.146889,0.5285,,0.0555,0.891,8.019,4.7565,1.6859,1.322,0.199418,0.118286,0.081132486,0.248635,1.4942,0.287695,0.714521,,,5.04877,-0.00853999,-0.0478541,999,,,
Holden Powell,sa3014854,WSN,0.0422,0.0562,0,4.93848,1,0,0,0,1,4.511,0.9883,0.5871,0.54872,0.134444,0.5827,,0.0505,0.8357,7.5213,5.2443,1.43419,1.21,0.185258,0.129173,0.05608511,0.254861,1.571,0.293658,0.711539,,,5.14519,-0.00854137,-0.0468289,999,,,
Xavier Moore,sa3004348,,0.0441,0.0543,0,4.83795,1,0,0,0,1,4.494,0.9521,0.5737,0.53755,0.141111,0.5792,,0.0491,0.9197,8.2773,5.2128,1.58788,1.27,0.204651,0.128883,0.075767696,0.246294,1.5313,0.289134,0.717979,,,5.04916,-0.00854438,-0.0478541,999,,,
Nick Tropeano,12385,,0.0439,0.0545,0,4.88844,1,0,0,0,1,4.433,1.0286,0.5788,0.54316,0.155,0.4385,,0.0455,0.7933,7.1397,3.9465,1.80912,1.395,0.178953,0.0989172,0.080036081,0.260471,1.4671,0.291132,0.710583,,,5.04961,-0.00854953,-0.0478541,999,,,
Caleb Wurster,sa3016910,MIA,0.0424,0.056,0,4.80762,1,0,0,0,1,4.523,1.0051,0.5739,0.53418,0.126111,0.5645,,0.0552,0.8167,7.3503,5.0805,1.44677,1.135,0.180566,0.124807,0.055759452,0.2575,1.5696,0.296907,0.714765,,,5.03436,-0.00856018,-0.0480264,999,,,
Cayne Ueckert,sa3010789,CHC,0.0435,0.0549,0,4.93722,1,0,0,0,1,4.519,1.0252,0.5891,0.54858,0.131,0.5473,,0.052,0.8209,7.3881,4.9257,1.49991,1.179,0.181655,0.121111,0.060544387,0.261551,1.5725,0.301301,0.70794,,,5.02831,-0.00856307,-0.0480934,999,,,
Thomas Ruwe,sa3014874,,0.0441,0.0543,0,4.85181,1,0,0,0,1,4.478,0.971,0.5754,0.53909,0.143667,0.5511,,0.0424,0.883,7.947,4.9599,1.60225,1.293,0.197186,0.123068,0.074117914,0.249968,1.5221,0.289497,0.716672,,,5.05138,-0.00856947,-0.0478541,999,,,
Keegan Thompson,19795,CHC,0.645,0.6915,0,4.17842,13.5864,0,0,0.2739,13.5864,58.663,12.6071,6.7727,6.30775,1.73,5.8728,,0.636,13.8598,9.18111,3.8903,2.36,1.146,0.236261,0.100111,0.136150561,0.241727,1.36018,0.297478,0.729062,,,4.2215,-0.008572,0.0207233,999,,,
Jonathan Sprinkle,sa3014792,,0.0441,0.0543,0,4.81752,1,0,0,0,1,4.515,0.9675,0.574,0.53528,0.131,0.583,,0.0634,0.8798,7.9182,5.247,1.50909,1.179,0.194862,0.129125,0.065736428,0.25009,1.5505,0.292708,0.714286,,,5.05181,-0.00857436,-0.0478541,999,,,
Juan Mejia,sa3003159,COL,0.0414,0.057,0,5.24169,1,0,0,0,1,4.537,1.0601,0.6227,0.58241,0.140778,0.5288,,0.0714,0.8468,7.6212,4.7592,1.60136,1.267,0.186643,0.116553,0.070090368,0.26928,1.5889,0.311717,0.694203,,,5.10632,-0.00858012,-0.0472794,999,,,
Robert Broom,sa3007235,CLE,0.0444,0.0539,0,4.75785,1,0,0,0,1,4.448,1.0277,0.5685,0.52865,0.139333,0.4427,,0.0644,0.7701,6.9309,3.9843,1.73955,1.254,0.173134,0.0995279,0.073606119,0.260778,1.4704,0.293048,0.707188,,,4.96165,-0.00858263,-0.0488202,999,,,
Kolby Kubichek,sa3017271,,0.0438,0.0546,0,4.86144,1,0,0,0,1,4.509,1.0469,0.5828,0.54016,0.123222,0.5257,,0.0537,0.7271,6.5439,4.7313,1.38311,1.109,0.161255,0.116589,0.044666231,0.266414,1.5726,0.299966,0.706955,,,5.0551,-0.00861148,-0.0478541,999,,,
Dylan Rheault,sa738309,,0.0438,0.0546,0,4.88862,1,0,0,0,1,4.478,1.0363,0.5829,0.54318,0.136556,0.4906,,0.0521,0.7586,6.8274,4.4154,1.54627,1.229,0.169406,0.109558,0.059848152,0.263334,1.5269,0.295954,0.706734,,,5.05533,-0.00861412,-0.0478541,999,,,
Jack Anderson,sa874072,,0.0437,0.0547,0,4.89663,1,0,0,0,1,4.476,1.0667,0.5853,0.54407,0.133222,0.4573,,0.0591,0.6974,6.2766,4.1157,1.52504,1.199,0.155809,0.102167,0.05364164,0.269396,1.524,0.298333,0.701838,,,5.0555,-0.008616,-0.0478541,999,,,
Zach Lee,11468,,0.041,0.0574,0,5.35041,1,0,0,0,1,4.448,1.1384,0.6327,0.59449,0.166,0.3752,,0.0418,0.7348,6.6132,3.3768,1.95842,1.494,0.165198,0.0843525,0.080845311,0.282411,1.5136,0.310651,0.687559,,,5.10861,-0.00861612,-0.047289,999,,,
Cameron Gibbens,sa3014797,,0.044,0.0544,0,4.83849,1,0,0,0,1,4.539,0.9509,0.5762,0.53761,0.128778,0.6323,,0.056,0.9259,8.3331,5.6907,1.46434,1.159,0.203988,0.139304,0.06468384,0.246942,1.5832,0.294033,0.717793,,,5.05642,-0.00862641,-0.0478541,999,,,
Julian Garcia,sa918182,,0.0437,0.0547,0,4.91481,1,0,0,0,1,4.456,1.0286,0.5836,0.54609,0.146,0.4725,,0.046,0.783,7.047,4.2525,1.65714,1.314,0.175718,0.106037,0.069681339,0.261232,1.5011,0.293369,0.707565,,,5.05671,-0.00862966,-0.0478541,999,,,
Nick Gallagher,sa3005408,,0.0442,0.0542,0,4.80987,1,0,0,0,1,4.468,0.9901,0.5721,0.53443,0.140222,0.5002,,0.0689,0.8211,7.3899,4.5018,1.64154,1.262,0.183774,0.111952,0.071821854,0.253943,1.4903,0.289312,0.709589,,,5.0572,-0.00863518,-0.0478541,999,,,
Colby White,sa3011200,NYY,0.0484,0.0536,0.0101,4.60863,0.8697,0.0277,0,0,1,4.455,0.9559,0.5501,0.51207,0.142444,0.5243,,0.048,0.8878,7.9902,4.7187,1.69331,1.282,0.199282,0.117688,0.081593722,0.246195,1.4802,0.285177,0.726199,,,4.96229,-0.0086407,-0.048868,999,,,
Valentin Linarez,sa3006557,PIT,0.0431,0.0553,0,4.84434,1,0,0,0,1,4.5,1.0257,0.5791,0.53826,0.127333,0.5256,,0.0537,0.7545,6.7905,4.7304,1.4355,1.146,0.167667,0.1168,0.050866656,0.261611,1.5513,0.295626,0.708067,,,5.05345,-0.00864359,-0.0479019,999,,,
Alec Barger,sa3010566,COL,0.0412,0.0572,0,5.28921,1,0,0,0,1,4.496,1.0869,0.6268,0.58769,0.152556,0.4761,,0.049,0.8078,7.2702,4.2849,1.6967,1.373,0.179671,0.105894,0.073776692,0.273716,1.563,0.310357,0.693778,,,5.11213,-0.00864572,-0.0472794,999,,,
Derrick Adams,sa3009933,,0.0444,0.0641,0.026,5.11362,0.6364,0.0774,0,0,1,4.512,1.0989,0.6086,0.56818,0.133222,0.4797,,0.047,0.6842,6.1578,4.3173,1.42631,1.199,0.15164,0.106316,0.045323588,0.275738,1.5786,0.304834,0.696795,,,5.1128,-0.00865324,-0.0472794,999,,,
Reid Birlingmair,sa3007473,TEX,0.0447,0.0537,0,4.84884,1,0,0,0,1,4.444,1.0356,0.5771,0.53876,0.147889,0.4357,,0.0595,0.7727,6.9543,3.9213,1.77347,1.331,0.173875,0.0980423,0.07583259,0.262257,1.4713,0.293147,0.707294,,,5.03197,-0.00865512,-0.0481412,999,,,
Kevin Malisheski,sa919034,,0.0444,0.0576,0.0094,4.87692,0.8705,0.0275,0,0,1,4.497,0.9868,0.5803,0.54188,0.137111,0.5576,,0.0488,0.8552,7.6968,5.0184,1.53372,1.234,0.190171,0.123994,0.066177443,0.253637,1.5444,0.293169,0.712857,,,5.06046,-0.00867193,-0.0478541,999,,,
Angel Reyes,sa3006985,DET,0.0423,0.0604,0.0113,4.82373,0.8475,0.0325,0,0,1,4.465,1.0919,0.5788,0.53597,0.124889,0.4101,,0.0659,0.5962,5.3658,3.6909,1.45379,1.124,0.133527,0.0918477,0.041679725,0.273728,1.502,0.295911,0.695623,,,5.02837,-0.0086856,-0.0482082,999,,,
Antonio Knowles,sa3017387,LAD,0.0467,0.0517,0,4.7682,1,0,0,0,1,4.498,0.9763,0.5693,0.5298,0.137,0.5679,,0.0524,0.8809,7.9281,5.1111,1.55115,1.233,0.195843,0.126256,0.069586486,0.251773,1.5442,0.293482,0.720867,,,5.04931,-0.00869851,-0.0479976,999,,,
Francys Peguero,sa748442,,0.0439,0.0545,0,4.89267,1,0,0,0,1,4.425,1.0332,0.58,0.54363,0.153556,0.426,,0.0482,0.7622,6.8598,3.834,1.7892,1.382,0.172249,0.0962712,0.075977407,0.261517,1.4592,0.289829,0.706626,,,5.06363,-0.00870779,-0.0478541,999,,,
Gerardo Reyes,16306,OAK,0.2397,0.2923,0,4.26178,5.4074,0,0,0.2687,5.4074,23.459,4.8082,2.7358,2.56057,0.720386,2.5929,,0.2783,5.3615,8.9236,4.31559,2.06776,1.199,0.228548,0.110529,0.118018664,0.233546,1.3687,0.281803,0.729802,,,4.51101,-0.00871284,-0.0394357,999,,,
Joseph King,sa3020857,STL,0.0439,0.0545,0,4.93884,1,0,0,0,1,4.468,1.0901,0.5903,0.54876,0.133333,0.4534,,0.0394,0.6349,5.7141,4.0806,1.40031,1.2,0.142099,0.101477,0.040622197,0.274225,1.5435,0.29834,0.702518,,,5.11115,-0.00871582,-0.0473561,999,,,
Luke Shilling,sa3014781,,0.0439,0.0563,0.0044,4.93137,0.9382,0.0132,0,0,1,4.499,0.994,0.5854,0.54793,0.140556,0.5478,,0.0501,0.8633,7.7697,4.9302,1.57594,1.265,0.191887,0.12176,0.070126705,0.2548,1.5418,0.294571,0.711066,,,5.06353,-0.00871682,-0.0478636,999,,,
Andy Rodriguez,sa3020863,TEX,0.0446,0.0538,0,4.89798,1,0,0,0,1,4.448,1.0124,0.5804,0.54422,0.154444,0.4736,,0.041,0.8413,7.5717,4.2624,1.77639,1.39,0.189141,0.106475,0.08266636,0.257385,1.486,0.292055,0.713196,,,5.03819,-0.00872535,-0.0481412,999,,,
Tyler Brown,sa3014450,,0.0462,0.0522,0,4.85541,1,0,0,0,1,4.403,0.9993,0.5754,0.53949,0.159556,0.4461,,0.0439,0.8176,7.3584,4.0149,1.83277,1.436,0.185692,0.101317,0.084374294,0.255379,1.4454,0.286032,0.711935,,,5.07823,-0.00873036,-0.04772,999,,,
Yorlin Calderon,sa3010371,NYY,0.0481,0.0541,0.0106,4.66371,0.8615,0.0295,0,0,1,4.414,1.0341,0.5575,0.51819,0.147667,0.3869,,0.0669,0.7388,6.6492,3.4821,1.90954,1.329,0.167377,0.0876529,0.079723597,0.261123,1.421,0.28839,0.711129,,,4.97268,-0.00873764,-0.0488489,999,,,
Tanner Myatt,sa3007719,NYY,0.0473,0.051,0,4.6071,1,0,0,0,1,4.466,0.9491,0.5497,0.5119,0.141,0.5452,,0.0451,0.901,8.109,4.9068,1.6526,1.269,0.201747,0.122078,0.079668619,0.244885,1.4943,0.285175,0.728352,,,4.97111,-0.00874027,-0.048868,999,,,
Patrick Dayton,sa3004482,,0.0439,0.0545,0,4.86558,1,0,0,0,1,4.488,1.0389,0.5789,0.54062,0.138556,0.4847,,0.059,0.7675,6.9075,4.3623,1.58345,1.247,0.171012,0.107999,0.063012473,0.263393,1.5236,0.296337,0.710503,,,5.06653,-0.00874052,-0.0478541,999,,,
Tyler Palm,sa3007270,MIN,0.0444,0.0592,0.0135,4.99167,0.8104,0.0404,0,0,1,4.495,1.0725,0.5955,0.55463,0.131556,0.454,,0.0676,0.7029,6.3261,4.086,1.54824,1.184,0.156374,0.101001,0.05537264,0.26992,1.5265,0.299765,0.693574,,,5.03843,-0.00874842,-0.0481603,999,,,
Connor Higgins,sa3006808,,0.0444,0.054,0,4.73778,1,0,0,0,1,4.533,1.0127,0.5685,0.52642,0.118889,0.5927,,0.0447,0.7794,7.0146,5.3343,1.315,1.07,0.171939,0.130752,0.041186839,0.25996,1.6054,0.298204,0.720592,,,5.06817,-0.00875896,-0.0478541,999,,,
Alex Moore,sa3011534,,0.041,0.0575,0,5.37786,1,0,0,0,1,4.476,1.0975,0.6341,0.59754,0.166111,0.4248,,0.056,0.8243,7.4187,3.8232,1.94044,1.495,0.18416,0.0949062,0.089253791,0.274705,1.5223,0.309968,0.688664,,,5.12246,-0.00876222,-0.0472794,999,,,
Aaron Fletcher,22052,,0.044,0.0544,0,4.81536,1,0,0,0,1,4.486,1.0823,0.5769,0.53504,0.129556,0.4495,,0.0598,0.6553,5.8977,4.0455,1.45784,1.166,0.146077,0.100201,0.045876056,0.27216,1.5318,0.298493,0.707112,,,5.07073,-0.00878792,-0.0478541,999,,,
Hunter Schryver,sa873263,,0.0416,0.0568,0,4.70745,1,0,0,0,1,4.464,1.0078,0.5621,0.52305,0.141,0.5097,,0.0521,0.7761,6.9849,4.5873,1.52266,1.269,0.173858,0.11418,0.059677407,0.258265,1.5175,0.290376,0.723733,,,5.13541,-0.00879669,-0.047174,999,,,
Austin Hansen,sa3006956,,0.0455,0.0647,0.0309,4.95918,0.5811,0.0891,0,0,1,4.472,1.0301,0.5904,0.55102,0.142556,0.5014,,0.039,0.7855,7.0695,4.5126,1.56661,1.283,0.175648,0.11212,0.063528612,0.262005,1.5315,0.295499,0.706573,,,5.07263,-0.00880936,-0.0478541,999,,,
Kyle Bird,16618,,0.0439,0.0545,0,4.85469,1,0,0,0,1,4.482,1.0384,0.5788,0.53941,0.136,0.4991,,0.0475,0.752,6.768,4.4919,1.50671,1.224,0.167782,0.111357,0.056425691,0.263861,1.5375,0.296121,0.711677,,,5.07301,-0.00881362,-0.0478541,999,,,
Montana DuRapau,16768,,0.0442,0.0577,0.0096,4.95054,0.873,0.027,0,0,1,4.413,1.0753,0.5878,0.55006,0.155556,0.3809,,0.0435,0.6952,6.2568,3.4281,1.82515,1.4,0.157535,0.0863132,0.071221389,0.269593,1.4562,0.293113,0.701215,,,5.07423,-0.00882741,-0.0478541,999,,,
Alex FaGalde,sa3004602,,0.0436,0.0548,0,4.96746,1,0,0,0,1,4.468,1.0106,0.5878,0.55194,0.150333,0.4981,,0.044,0.8376,7.5384,4.4829,1.68159,1.353,0.187466,0.111482,0.075984776,0.257419,1.5087,0.29281,0.709349,,,5.07465,-0.00883205,-0.0478541,999,,,
Caleb Simpson,sa738717,,0.0449,0.0612,0.0202,4.92228,0.7254,0.0584,0,0,1,4.483,1.0254,0.5866,0.54692,0.138222,0.499,,0.0586,0.7821,7.0389,4.491,1.56733,1.244,0.174459,0.111309,0.063149683,0.261222,1.5244,0.295226,0.704642,,,5.0747,-0.00883268,-0.0478541,999,,,
Ben Hecht,sa738501,,0.0436,0.0548,0,4.93317,1,0,0,0,1,4.513,0.9885,0.5858,0.54813,0.138222,0.5607,,0.0573,0.8725,7.8525,5.0463,1.55609,1.244,0.19333,0.124241,0.069089293,0.253787,1.5492,0.294797,0.710635,,,5.0751,-0.00883719,-0.0478541,999,,,
Richard Rodríguez,13549,,0.0441,0.0543,0,5.09445,1,0,0,0,1,4.399,1.1158,0.6015,0.56605,0.168444,0.3102,,0.0484,0.6997,6.2973,2.7918,2.25564,1.516,0.159059,0.070516,0.088542841,0.276161,1.426,0.298638,0.692754,,,5.03539,-0.0088664,-0.0483038,999,,,
Tom Windle,sa549785,,0.0442,0.0542,0,4.82256,1,0,0,0,1,4.474,1.0105,0.5727,0.53584,0.143111,0.5014,,0.0505,0.8035,7.2315,4.5126,1.60251,1.288,0.179593,0.11207,0.067523472,0.257643,1.5119,0.291511,0.716102,,,5.07836,-0.00887392,-0.0478541,999,,,
Josh A. Smith,10946,,0.0412,0.0591,0.0043,5.14323,0.9373,0.0133,0,0,1,4.439,1.1024,0.6082,0.57147,0.159889,0.3726,,0.0428,0.7153,6.4377,3.3534,1.91975,1.439,0.16114,0.0839378,0.077202074,0.273983,1.475,0.299361,0.6928,,,5.06337,-0.00887743,-0.0480168,999,,,
Zack Plunkett,sa3011394,,0.0437,0.0547,0,4.92111,1,0,0,0,1,4.431,1.0507,0.5842,0.54679,0.151556,0.4202,,0.0473,0.7313,6.5817,3.7818,1.74036,1.364,0.165042,0.0948319,0.070209883,0.265094,1.4709,0.291869,0.704445,,,5.07933,-0.00888496,-0.0478541,999,,,
Nick Highberger,sa872728,,0.0436,0.0548,0,4.90518,1,0,0,0,1,4.517,1.0484,0.5875,0.54502,0.124444,0.5394,,0.0469,0.7332,6.5988,4.8546,1.35929,1.12,0.16232,0.119416,0.042904593,0.266721,1.5878,0.300663,0.707637,,,5.07949,-0.00888671,-0.0478541,999,,,
Cam Hill,16840,,0.0434,0.055,0,4.99077,1,0,0,0,1,4.448,1.072,0.5928,0.55453,0.149667,0.4116,,0.0562,0.7191,6.4719,3.7044,1.74708,1.347,0.161668,0.092536,0.069132194,0.269333,1.4836,0.296434,0.699178,,,5.08008,-0.00889335,-0.0478541,999,,,
Jacob DeLabio,sa3017011,HOU,0.046,0.0523,0,4.86783,1,0,0,0,1,4.48,0.9796,0.5797,0.54087,0.141,0.5529,,0.0508,0.8602,7.7418,4.9761,1.5558,1.269,0.192009,0.123415,0.068593748,0.252715,1.5325,0.291677,0.713654,,,5.09291,-0.00889599,-0.04772,999,,,
