Name,PlayerId,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD
Gregory Santos,21894,SEA,1.3858,1.2908,0,3.37691,27.2222,0,1.382,6.1302,27.2222,114.331,24.0113,11.2458,10.2141,2.4742,9.8002,,1.3625,28.0206,9.26396,3.24007,2.85919,0.818,0.245083,0.0857178,0.159365334,0.232739,1.24206,0.296354,0.743574,,,3.52229,0.195416,0.296259,634.6799927,,,
Taylor Rogers,13449,SFG,1.398,1.3169,0,3.39916,27.6111,0,1.057,6.419,27.6111,115.576,23.6326,11.3516,10.4283,2.78872,9.7388,,1.4802,30.9044,10.0735,3.17442,3.17333,0.909,0.267395,0.0842632,0.183131464,0.226459,1.20862,0.294972,0.747265,,,3.46263,0.193467,0.310908,655.0599976,,,
Luis García,6984,LAA,1.4159,1.4204,0,3.80943,28.8395,0,0.49,5.7437,28.8395,121.686,27.2895,13.3123,12.2069,2.95445,10.0282,,1.4973,27.0729,8.44869,3.12952,2.69968,0.922,0.222482,0.0824105,0.140071169,0.247725,1.29398,0.303683,0.723458,,,3.82243,0.191647,0.243369,999,,,
Carson Spiers,27685,CIN,2.4099,3.3224,1.7339,4.80932,28.1511,5.04,0,0.2731,51.3684,223.011,53.1363,29.2864,27.4497,8.36734,18.0553,,2.8376,41.7356,7.31229,3.16338,2.31154,1.466,0.187146,0.0809615,0.106184445,0.262897,1.3859,0.294503,0.704558,,,4.882,0.188079,0.20106,748.3099976,,,
Kris Bubic,21455,KCR,1.3885,1.3777,0.2777,3.82937,24.0333,0.7,0,2.9248,27.1339,114.671,25.8056,12.5074,11.5451,3.04503,9.0943,,1.0924,26.4247,8.76477,3.01647,2.90563,1.01,0.230439,0.0793078,0.151131496,0.246981,1.28621,0.303415,0.730901,,,3.80665,0.187906,0.207275,748.3300171,,,
Dallas Keuchel,9434,MIL,2.0928,2.6258,2.5764,4.48299,7.1,7.1,0,0,37.3775,165.387,41.823,20.3563,18.6181,4.31918,13.7879,,1.2846,23.3935,5.63284,3.31994,1.69667,1.04,0.141447,0.0833675,0.058079541,0.278237,1.48782,0.305899,0.711294,,,4.62944,0.187455,0.299801,999,,,
Andrew Chafin,12988,DET,1.354,1.356,0,3.54184,27.5556,0,0.85,6.1758,27.5556,117.308,24.2593,11.8015,10.8442,2.81067,10.9414,,1.02,29.4103,9.60577,3.5736,2.68798,0.918,0.25071,0.0932707,0.157439396,0.230281,1.27744,0.293312,0.748397,,,3.66284,0.186024,0.241775,745.7000122,,,
Keider Montero,22630,DET,1.5552,1.9148,1.2423,4.12709,17.9911,2.88,0,0.2711,31.431,134.597,30.1888,15.5484,14.4132,3.94983,10.809,,1.6631,27.5151,7.87872,3.09507,2.54557,1.131,0.204426,0.0803064,0.124119416,0.247196,1.30437,0.289422,0.71753,,,4.24248,0.184298,0.139022,743.4400024,,,
Justin Martinez,24453,ARI,1.5136,1.2822,0,3.35715,28.4444,0,0.996,5.44,28.4444,121.713,23.2625,11.7156,10.6103,1.9595,15.6283,,1.3643,33.6221,10.6383,4.9449,2.15136,0.62,0.276241,0.128403,0.147837967,0.222139,1.36726,0.308119,0.751787,,,3.4929,0.182836,0.28238,750.0800171,,,
Yuki Matsui,33826,SDP,1.3671,1.1911,0,3.41144,26.0247,0,0,5.102,26.0247,109.809,21.2098,10.7302,9.86463,2.71814,11.8643,,0.8403,30.3004,10.4786,4.10298,2.55391,0.94,0.275937,0.108045,0.167892441,0.218423,1.27087,0.288545,0.763406,,,3.66293,0.182536,0.200843,297.1700134,,,
Ryne Nelson,26253,ARI,2.65,3.2585,2.6892,4.70306,14.1422,7.92,0,0.2734,48.4773,208.594,52.0179,27.0841,25.3324,6.93764,15.0346,,1.7134,34.1396,6.33815,2.79123,2.27074,1.288,0.163665,0.0720759,0.091589391,0.271144,1.38317,0.299003,0.697045,,,4.65762,0.182021,0.242646,481.0899963,,,
Colin Holderman,22361,PIT,1.3988,1.3932,0,3.70416,28.3889,0,1.516,6.2734,28.3889,120.907,25.3326,12.7101,11.6841,2.86097,11.4861,,1.3192,29.2594,9.27597,3.64138,2.54737,0.907,0.241999,0.0949995,0.146999761,0.23434,1.29694,0.295752,0.734719,,,3.7712,0.180116,0.183188,744.6300049,,,
Robert Suarez,30115,SDP,1.5233,1.3653,0,3.53095,29.3827,0,12.979,0.8124,29.3827,122.123,25.3686,12.4659,11.5277,3.43125,9.845,,1.0291,31.8402,9.75274,3.01555,3.23415,1.051,0.260722,0.0806154,0.180106953,0.228035,1.19845,0.288735,0.748037,,,3.6303,0.17976,0.253456,191.1100006,,,
Chayce McDermott,sa3017420,BAL,1.643,1.6666,1.5942,4.15378,12.0444,3.6,0,0.311,28.9644,125.154,25.5343,14.3748,13.368,3.86514,13.7003,,1.2161,30.2514,9.39991,4.25704,2.20808,1.201,0.241713,0.109468,0.132245868,0.23163,1.35458,0.284667,0.734988,,,4.36009,0.179447,0.305611,999,,,
Cole Sands,21461,MIN,1.2136,1.1463,0,3.73085,24,0,0,1.9979,24,101.053,21.3687,10.7234,9.94893,2.76,7.9707,,1.235,25.4458,9.54218,2.98901,3.19242,1.035,0.251806,0.0788764,0.172930039,0.232655,1.22248,0.292399,0.730744,,,3.69444,0.178938,0.11448,999,,,
Yonny Chirinos,16401,MIA,2.4153,3.6796,2.7138,4.81242,15.4756,7.92,0,0.2783,50.5302,220.912,56.2245,29.0987,27.0192,7.02931,15.9085,,2.4457,33.9948,6.05486,2.83348,2.1369,1.252,0.153884,0.0720128,0.08187107,0.277573,1.42752,0.304551,0.690848,,,4.72183,0.178806,0.199653,999,,,
Michael Grove,23221,LAD,1.1406,0.9267,0,3.46749,21.037,0,0,0.282,21.037,86.572,18.1469,8.7566,8.10506,2.58288,6.1879,,0.859,23.46,10.0366,2.64729,3.79127,1.105,0.270988,0.0714769,0.199511394,0.228191,1.15676,0.291013,0.751888,,,3.5399,0.177493,0.176168,598.7999878,,,
Justin Slaten,25648,BOS,1.4081,1.3837,0,4.01875,28.3889,0,1.002,5.5957,28.3889,121.113,26.3676,13.6633,12.6764,3.30888,11.0869,,1.0595,28.9949,9.19212,3.51483,2.61524,1.049,0.239404,0.0915418,0.147861913,0.241979,1.31934,0.300781,0.724854,,,3.92531,0.175186,0.131628,999,,,
Tommy Kahnle,11384,NYY,1.4638,1.2115,0,3.45796,27.2222,0,0.971,6.3571,27.2222,115.202,23.155,11.4423,10.4593,2.9642,10.671,,1.2108,30.4044,10.0521,3.52797,2.84926,0.98,0.263922,0.0926286,0.171293892,0.224109,1.24259,0.28864,0.754266,,,3.6604,0.174028,0.245522,731.9400024,,,
Triston McKenzie,18000,CLE,2.3981,3.0055,2.6084,4.61021,11.9679,7.4,0,0.3323,44.1301,191.328,41.5109,24.0253,22.6055,7.3305,18.5773,,1.4099,43.5416,8.87998,3.7887,2.34381,1.495,0.227576,0.0970966,0.130479075,0.242271,1.36161,0.283728,0.723784,,,4.71407,0.173779,0.150556,210.0500031,,,
Alex Wood,13781,OAK,1.9921,2.6815,2.1339,4.31559,11.9173,6.3,0,0.2687,37.576,163.451,37.8687,19.4774,18.0181,4.78468,13.6852,,2.6341,29.9475,7.17286,3.2778,2.18831,1.146,0.18322,0.0837266,0.099493429,0.25738,1.37199,0.294343,0.71511,,,4.53348,0.171762,0.293983,541.7999878,,,
José Leclerc,14524,TEX,1.4162,1.381,0,3.9353,28.4444,0,1.241,6.144,28.4444,122.027,23.4112,13.3,12.4375,3.70725,13.4561,,1.3108,33.1887,10.5011,4.2576,2.46644,1.173,0.271978,0.110271,0.16170685,0.218266,1.29612,0.280028,0.743984,,,4.08741,0.170673,0.16538,182.6999969,,,
Angel Zerpa,22717,KCR,1.349,1.2853,0,3.68852,26.7901,0,0.44,5.3302,26.7901,112.991,26.1797,11.9936,10.9795,2.67603,8.3777,,1.2266,23.764,7.9834,2.81445,2.83658,0.899,0.210318,0.0741448,0.136172801,0.253221,1.28993,0.305454,0.732331,,,3.76918,0.170344,0.260239,750.3699951,,,
A.J. Puk,19343,MIA,1.3569,1.397,0,3.71006,28,0,0.939,5.4508,28,118.293,25.0926,12.4997,11.5424,3.10489,10.1824,,1.4104,29.3694,9.44016,3.27291,2.88433,0.998,0.248277,0.0860778,0.162198953,0.235169,1.25982,0.296227,0.736394,,,3.75504,0.169746,0.269927,271.2900085,,,
Yennier Cano,25911,BAL,1.5235,1.3162,0,3.49523,28.8889,0,1.383,6.0854,28.8889,121.74,26.7728,12.3949,11.2193,2.44593,10.9134,,1.1539,27.3411,8.5178,3.39994,2.50528,0.762,0.224586,0.0896451,0.134940863,0.244115,1.30452,0.304521,0.738176,,,3.63018,0.169424,0.265543,341.0599976,,,
Keaton Winn,23499,SFG,1.2033,1.3308,1.1724,3.85757,9.4141,2.84,0,0.2773,21.5565,91.401,21.0541,10.0929,9.23953,2.2802,6.6288,,1.1333,18.9424,7.90859,2.76757,2.85759,0.952,0.207245,0.0725244,0.134720623,0.251726,1.2842,0.300785,0.718234,,,3.8671,0.169239,0.256954,450.8200073,,,
Carlos Estévez,14542,LAA,1.4257,1.4996,0,4.08914,29.7407,0,13.382,1.2781,29.7407,126.127,26.8701,14.4023,13.5126,4.22648,10.9799,,1.2691,31.1892,9.43834,3.32269,2.84057,1.279,0.247284,0.0870543,0.160229765,0.235955,1.27267,0.288592,0.73428,,,4.15483,0.166034,0.196194,201.2700043,,,
Brendon Little,21574,TOR,1.3482,1.2298,0,3.50901,26.2222,0,0,3.4807,26.2222,112.687,24.815,11.3662,10.2238,2.05407,11.2861,,1.1712,23.1835,7.95706,3.87362,2.05416,0.705,0.205734,0.100154,0.105579168,0.247581,1.37674,0.303511,0.744458,,,3.84451,0.165082,0.216595,999,,,
Scott Barlow,14993,CLE,1.4541,1.3303,0,3.52339,28.321,0,0,6.7427,28.321,120.055,24.2043,12.0924,11.0873,2.95482,11.3184,,1.2437,32.2954,10.263,3.59682,2.85335,0.939,0.269005,0.0942768,0.174728237,0.225171,1.25429,0.29414,0.746522,,,3.57556,0.164918,0.19058,493.7799988,,,
Chris Flexen,13896,CHW,1.7887,2.9879,1.9575,4.9301,11.9173,6.3,0,0.2581,39.1637,171.51,41.6778,22.863,21.4534,6.88846,13.8031,,1.2333,28.4128,6.52939,3.17202,2.05844,1.583,0.165663,0.0804799,0.085182793,0.266357,1.41664,0.287106,0.711605,,,5.1566,0.16386,0.0719086,715.2600098,,,
Ian Anderson,19951,ATL,1.1748,1.2874,1.2215,4.29225,7.5279,2.96,0,0.2782,20.9738,91.007,20.9504,10.8238,10.0028,2.57512,8.282,,0.6954,19.0605,8.17899,3.55386,2.30144,1.105,0.20944,0.091004,0.118435942,0.2554,1.39376,0.304257,0.718322,,,4.23186,0.163387,0.135485,749.539978,,,
Andrew Nardi,25942,MIA,1.2305,1.2172,0,3.57276,24.8889,0,0.469,4.7026,24.8889,104.839,20.9826,10.6698,9.88023,2.80138,10.006,,1.1338,28.8213,10.422,3.61824,2.8804,1.013,0.27491,0.0954416,0.179468542,0.223936,1.24508,0.292884,0.750695,,,3.65918,0.162962,0.211838,463.2099915,,,
James McArthur,21527,KCR,1.4011,1.4036,0,3.89495,28.5185,0,12.026,1.2374,28.5185,121.511,28.3832,13.4326,12.342,3.01029,8.6291,,1.5593,25.2814,7.97842,2.72321,2.92978,0.95,0.208059,0.071015,0.137043566,0.254963,1.29783,0.305584,0.718939,,,3.84022,0.162138,0.267125,352.019989,,,
Jason Foley,19531,DET,1.3855,1.4561,0,3.68388,28.8889,0,12.046,1.0166,28.8889,122.203,28.7067,12.9908,11.8248,2.55827,8.6582,,1.2306,24.1052,7.50969,2.69736,2.78409,0.797,0.197255,0.070851,0.126404412,0.255593,1.2934,0.305291,0.721483,,,3.67853,0.160478,0.18957,491.1799927,,,
AJ Smith-Shawver,29960,ATL,1.7515,2.0214,1.3759,4.49501,16.4901,3.7,0,0.2782,33.232,144.137,30.8411,17.6716,16.5976,5.04019,14.3789,,1.3046,34.4676,9.33463,3.89414,2.3971,1.365,0.239131,0.0997586,0.139372289,0.240095,1.36074,0.290075,0.721848,,,4.48234,0.155796,0.135906,419.0899963,,,
Paul Sewald,13892,ARI,1.4089,1.3444,0,3.91949,28,0,14.106,0.9936,28,118.243,24.6095,13.0101,12.194,3.54667,10.0503,,1.3978,30.5334,9.81431,3.23045,3.03806,1.14,0.258226,0.084997,0.17322886,0.230437,1.23785,0.289664,0.729082,,,3.8615,0.155357,0.178326,92.12999725,,,
Kody Funderburk,24993,MIN,1.2942,1.1526,0,3.44047,24.8889,0,0,3.1078,24.8889,105.685,22.2658,10.477,9.51439,2.14874,9.8592,,1.3796,25.3997,9.18471,3.56516,2.57624,0.777,0.240334,0.0932885,0.147045478,0.235751,1.29074,0.300714,0.743489,,,3.60518,0.154223,0.273887,747.9199829,,,
Bowden Francis,20548,TOR,1.9905,2.1908,1.0909,4.24892,25.5467,2.88,0,0.295,38.4858,163.829,36.2568,19.3794,18.1693,5.92254,11.924,,2.1484,35.4788,8.29681,2.78846,2.97541,1.385,0.21656,0.0727832,0.143776752,0.242105,1.25191,0.279952,0.722034,,,4.42299,0.153434,0.158331,490.0499878,,,
Adrian Morejon,20039,SDP,1.4247,1.2575,0,3.46133,27.284,0,0.442,6.1973,27.284,113.353,23.6754,11.3973,10.4932,3.03762,9.4767,,0.9834,28.3786,9.36107,3.12602,2.99457,1.002,0.250356,0.0836034,0.166752525,0.230098,1.21507,0.288734,0.752776,,,3.68644,0.152568,0.255003,750.1199951,,,
Ryan Thompson,16647,ARI,1.3784,1.3313,0,3.86149,27.5556,0,0.498,5.3807,27.5556,117.108,28.2707,12.9619,11.8229,2.44632,8.2937,,1.1669,22.4213,7.32307,2.70883,2.70341,0.799,0.191458,0.0708209,0.120637365,0.262623,1.32693,0.311965,0.712216,,,3.72596,0.151031,0.177892,740.539978,,,
Trevor Richards,19309,TOR,1.3976,1.3119,0,3.74475,27.5556,0,0.468,5.8058,27.5556,117.058,23.8041,12.2963,11.4654,3.66796,10.9876,,0.8408,30.8382,10.0721,3.58869,2.80664,1.198,0.263444,0.0938646,0.169579186,0.226211,1.2626,0.284717,0.75853,,,3.94917,0.150729,0.217274,745.9299927,,,
Hoby Milner,13346,MIL,1.3466,1.2822,0,3.63926,26.7346,0,0,4.3948,26.7346,112.852,25.8013,11.7976,10.8104,3.08636,7.3235,,1.217,25.1683,8.47272,2.4654,3.43665,1.039,0.22302,0.0648947,0.158125684,0.247349,1.23902,0.298657,0.740428,,,3.74553,0.14997,0.21342,742.0300293,,,
Joey Estes,26257,OAK,2.8934,4.6418,3.9214,4.77807,17.1457,9.8,0,0.2687,63.7226,275.144,64.8631,35.9137,33.8301,11.0028,19.6156,,3.6244,47.9588,6.77357,2.77045,2.44493,1.554,0.174304,0.0712921,0.103012241,0.257491,1.32573,0.279152,0.703078,,,5.00276,0.149923,0.0997777,743.3900146,,,
Kevin Kelly,25679,TBR,1.2892,1.2457,0,3.54392,25.7778,0,0,4.5275,25.7778,108.038,24.3368,11.132,10.1505,2.59783,6.6497,,1.7693,23.6804,8.26772,2.32166,3.56112,0.907,0.219186,0.0615496,0.157636203,0.244299,1.20206,0.29641,0.725954,,,3.62185,0.148795,0.180038,749.6799927,,,
Jorge Alcala,19459,MIN,1.4126,1.3846,0,3.88233,28.4444,0,0.441,6.7339,28.4444,121.609,24.7598,13.1947,12.2701,3.31219,12.2849,,1.1806,31.1329,9.85066,3.88703,2.53424,1.048,0.256008,0.10102,0.15498852,0.228953,1.30235,0.291019,0.735938,,,3.91415,0.147954,0.115858,748.5,,,
Cody Bradford,27597,TEX,1.2522,1.2487,0.2926,3.979,21.1644,0.72,0,0.2699,24.4489,101.923,23.6288,11.5417,10.8091,3.83576,5.1715,,0.8929,22.0821,8.12875,1.90371,4.26996,1.412,0.216655,0.0507393,0.165915444,0.246496,1.17798,0.282997,0.736595,,,4.14651,0.1427,0.102411,612.3699951,,,
Brennan Bernardino,16835,BOS,1.4113,1.3359,0,3.83095,27.9383,0,0.501,6.7159,27.9383,119.855,26.6575,12.9462,11.8922,2.85281,10.6258,,1.6216,27.1116,8.73369,3.42298,2.55149,0.919,0.226203,0.0886555,0.13754788,0.247729,1.33449,0.306591,0.731077,,,3.87096,0.142632,0.231958,750.9799805,,,
Alex Faedo,19874,DET,1.2256,1.31,0,3.82466,25.7778,0,0,4.3238,25.7778,108.629,23.8712,11.7926,10.9546,3.17067,8.1188,,0.8229,25.1281,8.77316,2.83458,3.09505,1.107,0.23132,0.0747388,0.156581573,0.239461,1.24099,0.28997,0.73309,,,3.85925,0.140415,0.134298,712.8900146,,,
Jalen Beeks,17192,COL,1.3117,1.4867,0,4.26478,28.4444,0,6.058,3.4675,28.4444,122.87,28.4468,14.533,13.4788,3.55239,11.0108,,1.0322,27.2005,8.60642,3.48389,2.47035,1.124,0.221376,0.0896134,0.13176284,0.256678,1.38718,0.310892,0.722782,,,4.15039,0.139731,0.180434,999,,,
Kyle Hurt,27514,LAD,0.9213,0.7585,0,3.48534,17.0926,0,0,0.282,17.0926,72.334,14.0785,7.2098,6.61928,1.82891,7.4763,,0.7755,20.2192,10.6463,3.9366,2.70444,0.963,0.279526,0.103358,0.176167518,0.219694,1.26106,0.29142,0.755225,,,3.64268,0.138036,0.172996,636.1400146,,,
Nick Nastrini,29833,CHW,1.5135,2.7148,1.9065,5.13258,6.3,6.3,0,0,33.5998,149.732,32.5727,20.3669,19.1615,5.72317,17.8236,,1.6165,29.2558,7.83642,4.77421,1.64141,1.533,0.195388,0.119037,0.076351076,0.249998,1.4999,0.281699,0.70851,,,5.37785,0.136596,0.130956,999,,,
Ryne Stanek,15947,SEA,1.4,1.3619,0,3.61888,28.0864,0,1.842,5.1753,28.0864,118.159,23.3036,12.1246,11.2935,3.50456,10.9765,,1.1339,31.695,10.1563,3.51731,2.88753,1.123,0.26824,0.092896,0.175344229,0.219745,1.22052,0.279454,0.754263,,,3.82791,0.136235,0.17804,742.2600098,,,
Andrew Kittredge,12828,STL,1.4427,1.3932,0,3.78482,28.8395,0,0.54,7.5511,28.8395,121.378,27.9669,13.1869,12.128,3.24925,8.614,,1.0987,25.5341,7.96848,2.68819,2.96426,1.014,0.210368,0.0709684,0.139400057,0.250453,1.26843,0.298227,0.730333,,,3.87346,0.13418,0.199842,658.9400024,,,
Joey Wentz,19962,DET,1.3877,1.5363,0.2539,3.888,25.6089,0.72,0,2.0241,28.629,122.105,26.4347,13.343,12.3677,3.47683,10.6654,,0.9806,27.7282,8.71682,3.35284,2.59983,1.093,0.227085,0.0873461,0.139738761,0.239317,1.29589,0.289675,0.737053,,,4.03129,0.132514,0.237922,750.7000122,,,
Tyler Holton,26231,DET,1.2836,1.3394,0,3.6939,26.6667,0,0,5.0602,26.6667,112.375,25.5148,11.9054,10.9449,2.9363,7.7781,,1.1483,23.3192,7.87022,2.62511,2.99806,0.991,0.207512,0.0692156,0.138296776,0.246642,1.24848,0.292494,0.732898,,,3.85594,0.130983,0.188363,744.5100098,,,
Ian Hamilton,19261,NYY,1.2699,1.0659,0,3.49461,23.7654,0,0,3.0207,23.7654,101.475,20.5519,10.1327,9.22788,2.41615,10.1288,,1.0922,25.0885,9.50106,3.8358,2.47695,0.915,0.247238,0.0998157,0.147422507,0.227712,1.29098,0.289019,0.752727,,,3.796,0.129881,0.19603,647.7600098,,,
Blake Treinen,12572,LAD,1.4449,1.2694,0,3.73954,27.6111,0,0.551,5.6397,27.6111,116.111,25.2491,12.4396,11.4725,3.28572,9.2172,,1.1904,28.1186,9.16542,3.0044,3.05067,1.071,0.24217,0.0793827,0.162787341,0.238867,1.24828,0.295608,0.73751,,,3.81026,0.1274,0.234777,727.710022,,,
Michael Kopech,17282,CHW,1.3656,1.6104,0,4.08659,30.2469,0,11.458,1.251,30.2469,129.15,25.1673,14.6668,13.7341,4.05308,14.5632,,1.551,34.6288,10.3038,4.3333,2.37783,1.206,0.268129,0.112762,0.155366637,0.222649,1.31354,0.283969,0.735952,,,4.21974,0.126536,0.0791246,402.519989,,,
Drew Smyly,11760,CHC,1.402,1.4861,0.2423,4.07307,25.2532,0.71,0.502,4.0921,28.3159,119.743,26.8928,13.7009,12.8147,4.1939,8.5701,,1.1374,28.0711,8.92219,2.72394,3.27547,1.333,0.234428,0.0715708,0.16285713,0.244401,1.2524,0.29187,0.735415,,,4.14043,0.125747,0.0901766,661.460022,,,
Sam Moll,14874,CIN,1.3426,1.3676,0,3.89884,27.5556,0,0,5.2677,27.5556,117.91,25.176,12.9385,11.9372,3.22401,11.7504,,1.5888,27.6131,9.01878,3.83783,2.34997,1.053,0.234188,0.0996557,0.134532265,0.240756,1.34007,0.29772,0.740075,,,4.13829,0.125087,0.251142,999,,,
Hayden Birdsong,31635,SFG,1.8065,2.1376,1.8465,4.08394,14.7785,4.26,0,0.2773,34.2882,147.658,31.6314,16.7783,15.559,4.21745,13.9881,,1.7114,33.5555,8.80768,3.67161,2.39886,1.107,0.227251,0.0947331,0.132518388,0.239707,1.33047,0.291063,0.726203,,,4.18456,0.124175,0.206148,999,,,
Cam Booser,16061,BOS,1.3051,1.2651,0,3.98067,26.1358,0,0,4.5564,26.1358,111.311,24.2274,12.4065,11.5598,3.26988,9.6301,,0.9558,27.4568,9.45489,3.31618,2.85114,1.126,0.246667,0.0865153,0.160152197,0.24053,1.29545,0.2994,0.732624,,,3.90967,0.122698,0.221095,999,,,
Joe Jiménez,15761,ATL,1.5266,1.4378,0,3.86733,30.1481,0,0.984,6.7473,30.1481,126.567,26.1461,13.8231,12.9547,3.94605,10.565,,1.4294,34.7224,10.3655,3.15393,3.28655,1.178,0.27434,0.0834736,0.190866493,0.228206,1.21769,0.292475,0.733904,,,3.76086,0.121972,0.176345,668.6099854,,,
Justin Anderson,16201,CHW,1.2097,1.3835,0,3.91497,26.358,0,0,4.8991,26.358,112.545,23.5904,12.39,11.4656,3.26253,11.1779,,1.1713,26.611,9.08639,3.81672,2.38068,1.114,0.236448,0.0993194,0.137128256,0.235443,1.31908,0.289067,0.740985,,,4.16468,0.12068,0.171225,999,,,
Huascar Ynoa,20468,ATL,0.6458,0.6235,0.3268,3.85889,8.5054,0.74,0,0.2782,11.9165,50.434,11.2237,5.5392,5.10939,1.38231,3.9199,,0.5047,12.2761,9.27159,2.96053,3.13174,1.044,0.243409,0.0777234,0.165685855,0.243944,1.27081,0.304207,0.727145,,,3.73076,0.118537,0.0628541,737.8400269,,,
Jacob Latz,21306,TEX,1.2772,1.2579,0,3.95151,25.7778,0,0,4.3044,25.7778,110.682,22.8276,12.1752,11.3179,3.38548,11.3014,,1.0205,26.7697,9.34631,3.94574,2.36871,1.182,0.241861,0.102107,0.139754422,0.232082,1.32397,0.285054,0.746999,,,4.2336,0.116549,0.16135,999,,,
Chad Green,15552,TOR,1.4284,1.3687,0,3.83374,28.4444,0,4.21,4.5584,28.4444,118.915,25.6228,12.9601,12.1165,3.94429,8.5719,,0.939,29.1183,9.21323,2.71221,3.39695,1.248,0.244866,0.0720843,0.172782227,0.234203,1.20216,0.283968,0.740586,,,3.9276,0.114515,0.111495,657.1599731,,,
Gabe Speier,17170,SEA,0.9738,0.8954,0,3.35465,19.0123,0,0,0.2735,19.0123,79.152,16.624,7.7523,7.08662,1.96249,6.2441,,0.9336,19.875,9.40838,2.95582,3.183,0.929,0.251099,0.0788875,0.172211684,0.230971,1.20281,0.29243,0.75126,,,3.55294,0.114456,0.136771,750.9899902,,,
Tim Herrin,25139,CLE,1.32,1.1949,0,3.46573,25.5802,0,0,3.7218,25.5802,108.391,22.2539,10.8059,9.85044,2.5097,10.7602,,1.0712,27.2715,9.59506,3.78581,2.53448,0.883,0.251603,0.0992721,0.152330898,0.230468,1.29061,0.295667,0.752807,,,3.69999,0.112233,0.193658,999,,,
Erik Miller,26252,SFG,1.2887,1.2107,0,3.37085,25.4198,0,0,4.4226,25.4198,108.631,20.429,10.4228,9.52071,2.40923,12.9107,,0.9946,30.1106,10.6608,4.57109,2.33222,0.853,0.277182,0.118849,0.158333264,0.215665,1.31156,0.28968,0.764744,,,3.67334,0.111945,0.256858,999,,,
Cody Poteet,18769,NYY,1.3711,1.3385,1.1869,4.13314,11.0099,2.8,0,0.2746,23.7411,101.225,22.9623,11.7657,10.9028,3.3686,8.0871,,0.8729,21.1307,8.01042,3.06573,2.61289,1.277,0.20875,0.0798923,0.128857493,0.248873,1.30783,0.289139,0.732292,,,4.36589,0.108982,0.139003,999,,,
Luke Little,28036,CHC,1.383,1.2453,0,3.41424,26.7346,0,1.005,5.1407,26.7346,115.434,21.4802,11.1673,10.142,2.19521,15.0916,,1.9276,32.0172,10.7783,5.08047,2.12152,0.739,0.277364,0.130738,0.146625772,0.218262,1.36796,0.300378,0.758377,,,3.75126,0.107524,0.300683,749.6900024,,,
Tucker Davidson,19871,BAL,1.1082,1.2048,1.0936,4.36672,7.121,2.8,0,0.311,19.5688,84.568,19.9909,10.2719,9.4946,2.45697,7.3422,,0.7641,15.1238,6.95567,3.37679,2.05985,1.13,0.178836,0.0868201,0.0920159,0.26145,1.39677,0.297786,0.714057,,,4.49847,0.107041,0.190402,999,,,
Alexis Díaz,21132,CIN,1.4239,1.5491,0,4.22552,30.2222,0,13.082,1.2857,30.2222,131.515,25.89,15.1687,14.1894,4.01284,15.7012,,1.9569,34.0542,10.1411,4.67573,2.16889,1.195,0.258938,0.119387,0.139550604,0.227391,1.37618,0.288656,0.734505,,,4.39456,0.106309,0.163743,77.36000061,,,
Adam Mazur,31900,SDP,1.3371,1.6539,1.488,4.60023,6.5985,4.08,0,0.2514,24.5401,105.621,25.3342,13.4371,12.5434,3.87461,7.7846,,0.767,18.2875,6.70688,2.85498,2.34919,1.421,0.173143,0.0737031,0.099439517,0.260991,1.34958,0.286482,0.710676,,,4.77677,0.105849,0.148345,999,,,
Braxton Ashcraft,sa3008470,PIT,0.775,0.8366,0.3239,3.93825,11.9954,0.73,0,0.2799,15.4264,64.78,15.1845,7.2923,6.75033,1.96258,3.8879,,0.586,13.4162,7.82722,2.26826,3.45076,1.145,0.207104,0.060017,0.14708706,0.25179,1.23635,0.294296,0.721608,,,3.95377,0.105289,0.126018,999,,,
Steven Okert,13580,MIN,1.3101,1.3125,0,4.00068,26.6667,0,0,4.5785,26.6667,114.253,23.2612,12.6479,11.8539,3.56149,10.8386,,1.3966,29.066,9.80976,3.65802,2.68171,1.202,0.2544,0.0948649,0.159535408,0.228011,1.27874,0.283897,0.736831,,,4.10195,0.104743,0.0623363,750.4400024,,,
Shawn Armstrong,12857,TBR,1.1996,1.2045,0,3.74671,24.4444,0,0,3.1224,24.4444,102.235,22.0865,10.9742,10.1762,2.98493,7.6891,,1.0833,24.1828,8.90368,2.83099,3.14508,1.099,0.236541,0.07521,0.161331251,0.236314,1.21809,0.28813,0.734525,,,3.85467,0.104147,0.0736048,748.0999756,,,
Bruce Zimmermann,20370,BAL,1.238,1.1827,0.6195,3.90508,16.1067,1.44,0,0.311,22.6554,95.204,22.9048,10.6799,9.83013,2.95527,5.3942,,0.8863,18.5398,7.36505,2.14288,3.43699,1.174,0.194738,0.0566594,0.138078231,0.257579,1.24911,0.295862,0.729218,,,4.05997,0.102454,0.147096,748.1699829,,,
