Name,PlayerId,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD
David Festa,sa3017788,MIN,1.38832,1.65271,0.882201,4.05066,9,4,0,0,23.0629,97.41,21.3949,11.17,10.38,2.58607,7.85969,0.195653,1.02809,22.863,8.92196,3.06714,2.90889,1.00918,0.234709,0.0806867,0.154021874,0.24169,1.26847,0.298207,0.70549,,,3.78538,0.352764,0.266255,999,,,
Taijuan Walker,11836,PHI,4.43128,4.96243,5.48595,5.00954,14,14,0,0,75.474,327.37,79.0794,45.22,42.01,11.8884,25.9579,0.265666,3.4589,51.6473,6.15875,3.09539,1.98966,1.41764,0.157764,0.0792922,0.078471959,0.265409,1.3917,0.28663,0.676715,,,5.0026,0.351677,0.106053,475.5,,,
Aaron Ashby,23550,MIL,2.99031,3.84054,2.40776,4.58319,18,9,0,0.3405,50.7027,221.14,50.5061,27.76,25.82,5.90169,22.1626,0.41772,2.37915,42.2325,7.4965,3.93398,1.90557,1.04758,0.190977,0.10022,0.090756595,0.2569,1.43323,0.300439,0.697272,,,4.45361,0.344001,0.235917,462.9500122,,,
Andre Pallante,26108,STL,2.40461,2.32083,1.30737,4.22465,25,5,0,0.3835,42.884,184.84,44.367,21.64,20.13,3.23194,15.6403,0.464515,2.16117,27.167,5.70149,3.28241,1.73698,0.678282,0.146976,0.0846156,0.062360086,0.265609,1.39929,0.301048,0.69152,,,4.11229,0.335492,0.243585,999,,,
Aaron Bummer,16258,ATL,1.52956,0.658647,0,3.27072,35,0,0,7.0006,22.8115,96.34,20.1652,8.94,8.29,1.12274,9.22241,0.490799,1.19918,25.3563,10.004,3.63859,2.74942,0.442963,0.263196,0.0957278,0.167468451,0.234702,1.28828,0.320368,0.735109,,,2.94151,0.335077,0.29143,746.539978,,,
Josh Hader,14212,HOU,1.50687,0.693179,0,3.19103,35,0,17.353,1.0794,23.6914,96.4,15.9732,9,8.4,2.95554,9.52308,0.367046,1.2535,33.1876,12.6075,3.61767,3.48497,1.12276,0.34427,0.0987871,0.245483063,0.186552,1.07618,0.263088,0.772351,,,3.33895,0.324874,0.345329,46.09999847,,,
Matthew Liberatore,22294,STL,1.93853,1.64275,0.54577,4.19972,37,2,1.345,7.3154,43.4815,186.64,42.046,21.77,20.29,4.17313,15.9588,0.947776,2.10824,37.4501,7.7516,3.30323,2.34667,0.863774,0.200654,0.0855059,0.11514844,0.249423,1.33401,0.29833,0.694653,,,3.92585,0.32037,0.10016,674.8499756,,,
Kevin Kelly,25679,TBR,1.30677,0.775276,0,3.22893,34,0,1.933,6.1894,24.2495,98.85,21.0798,9.39,8.7,1.757,5.5538,0.5431,1.60064,20.6646,7.6695,2.06125,3.72081,0.652097,0.209051,0.0561842,0.152866352,0.229889,1.09831,0.278933,0.713318,,,3.27691,0.31949,0.345381,749.6799927,,,
Adam Mazur,31900,SDP,2.40492,2.59657,1.8358,4.5813,10,7,0,0.3241,35.754,151.72,35.4437,19.52,18.2,5.41649,10.52,0.173194,1.41821,27.2037,6.84771,2.64809,2.5859,1.36344,0.179302,0.0693382,0.1099637,0.253565,1.28555,0.280205,0.688986,,,4.60362,0.316368,0.175229,999,,,
Bryce Elder,27779,ATL,3.17069,2.67543,2.15514,4.69642,14,8,0,0.3629,43.5012,187.67,45.1126,24.38,22.7,5.71393,14.9096,0.272599,1.93515,33.1717,6.86291,3.08465,2.22486,1.18216,0.176755,0.0794456,0.097309723,0.264086,1.37978,0.298611,0.685128,,,4.49837,0.315255,0.235722,491.2200012,,,
Dedniel Núñez,23055,NYM,1.12239,0.782346,0,3.47059,32,0,0,4.3015,20.6161,85.15,16.3709,8.56,7.95,2.24114,7.1444,0.649343,1.02091,25.6456,11.1957,3.11891,3.58961,0.978374,0.301182,0.0839038,0.217277981,0.212651,1.14063,0.287787,0.733905,,,3.2677,0.314783,0.184009,999,,,
Griffin Jax,20253,MIN,1.37802,0.891523,0,3.51146,37,0,2.795,6.4782,24.9896,103.44,21.3242,10.49,9.75,2.42428,7.58166,0.491506,1.26932,27.4183,9.8747,2.73053,3.6164,0.873102,0.265065,0.0732953,0.191769883,0.225441,1.15671,0.291907,0.721855,,,3.28355,0.314449,0.29397,421.4200134,,,
Taylor Rogers,13449,SFG,1.24397,0.83986,0,3.53157,35,0,1.336,8.1633,23.1908,96.37,20.1189,9.82,9.1,2.19763,7.10622,0.499637,1.25008,25.6255,9.94487,2.75781,3.60607,0.852865,0.265908,0.0737389,0.192168973,0.228589,1.17396,0.297743,0.720756,,,3.25715,0.3085,0.186585,655.0599976,,,
Ryne Nelson,26253,ARI,3.34999,4.20545,2.79172,5.14807,19,10,0,0.3351,55.1391,239.7,61.234,33.73,31.54,8.28446,16.2338,0.444154,1.91731,35.7754,5.83939,2.64974,2.20376,1.35222,0.149251,0.0677256,0.081525311,0.27639,1.40495,0.298326,0.664006,,,4.79735,0.307588,-0.117196,481.0899963,,,
Ryan Helsley,18138,STL,1.46915,0.878679,0,3.40904,37,0,17.041,2.3366,24.79,102.61,19.547,10.05,9.39,2.39303,9.34674,0.441983,1.13706,27.2939,9.90905,3.39333,2.92015,0.868787,0.265997,0.09109,0.17490682,0.212176,1.16554,0.274731,0.737712,,,3.47584,0.306276,0.29397,92.54000092,,,
David Bednar,19569,PIT,1.26772,1.02409,0,3.9115,38,0,17.975,1.3663,24.7117,103.32,22.3851,11.53,10.74,2.57664,7.22864,0.512886,1.18639,26.0441,9.48524,2.63267,3.6029,0.938412,0.252072,0.0699636,0.182108499,0.235869,1.19837,0.298842,0.695357,,,3.42346,0.304771,0.084828,79.20999908,,,
Nick Martinez,12730,CIN,3.37949,3.91132,2.15328,4.80308,38,8,0,2.4684,64.9833,280.14,66.1928,37.15,34.68,9.75432,22.0625,0.602555,3.07441,54.8646,7.59859,3.0556,2.48678,1.35095,0.195847,0.0787553,0.117091633,0.259577,1.35812,0.296445,0.685065,,,4.57748,0.30413,-0.00575262,433.0700073,,,
Pete Fairbanks,17998,TBR,1.30471,0.861831,0,3.58929,35,0,13.748,3.0759,24.9492,104.19,20.4289,10.66,9.95,2.26509,9.64347,0.469499,1.34088,28.3044,10.2103,3.47872,2.93508,0.817092,0.271661,0.0925566,0.179104552,0.219181,1.20534,0.289989,0.721616,,,3.38631,0.303898,0.189198,86.79000092,,,
Griffin Canning,19867,LAA,4.20759,5.15478,5.34624,5.05042,14,14,0,0,74.578,322.32,77.0189,44.74,41.85,13.332,24.639,0.229663,3.4222,60.7113,7.32658,2.97341,2.46403,1.60889,0.188357,0.0764428,0.111914441,0.261739,1.36311,0.289202,0.685815,,,4.97885,0.302356,0.106053,267.75,,,
Hayden Wesneski,27581,CHC,2.14903,1.88719,0.801889,4.27535,33,3,1.271,8.0881,44.5859,189.47,42.7677,22.77,21.18,5.72614,14.3256,0.73834,2.17271,38.6831,7.80849,2.89173,2.70028,1.15586,0.204165,0.0756088,0.128556073,0.247253,1.28053,0.288122,0.699381,,,4.19869,0.299564,0.157262,618.5200195,,,
A.J. Minter,18655,ATL,1.32248,0.588111,0,3.53141,30,0,1.883,5.6807,19.42,80.1,16.8613,8.24,7.62,1.90904,5.66522,0.322374,0.670127,22.2866,10.3285,2.62549,3.93393,0.884725,0.278234,0.0707268,0.207507513,0.228583,1.15997,0.301646,0.719584,,,3.11562,0.293986,0.181427,445.8399963,,,
Luis Garcia,23735,HOU,2.03432,1.77156,1.30155,4.3627,11,5,0,0.3712,29.7064,124.59,27.0178,15.46,14.4,4.87306,9.41056,0.190044,1.04195,28.5312,8.64397,2.85107,3.03183,1.47637,0.229001,0.0755322,0.153468624,0.236713,1.22628,0.274296,0.708245,,,4.42145,0.290608,0.281369,726.0200195,,,
Jhoan Duran,21029,MIN,1.30585,0.841854,0,3.37128,35,0,14.718,1.7764,23.6527,98.56,20.4189,9.57,8.86,1.89143,8.07951,0.638624,1.4038,24.6159,9.3665,3.0743,3.04671,0.719699,0.249755,0.0819756,0.167779893,0.229228,1.20487,0.29611,0.732228,,,3.31516,0.288797,0.240253,67.41000366,,,
Michael Lorenzen,14843,TEX,4.93783,4.88885,3.45064,4.52134,28,13,0,0.3406,74.2878,317.19,70.5786,40,37.32,11.0891,27.4242,0.394655,2.98584,56.8373,6.88586,3.32245,2.07252,1.34345,0.17919,0.0864598,0.092730187,0.246107,1.31923,0.271823,0.703251,,,4.79263,0.286442,0.390319,502.6499939,,,
Bryan Hudson,19924,MIL,1.25955,0.793893,0,3.18116,34,0,1.104,7.7571,23.2839,96.78,18.5264,8.85,8.23,1.66587,9.20406,0.538551,1.22223,26.271,10.1546,3.55767,2.85428,0.643912,0.27145,0.0951029,0.176347442,0.214541,1.19097,0.288625,0.743377,,,3.17111,0.285834,0.291466,999,,,
Scott Barlow,14993,CLE,1.16986,1.0451,0,3.64054,36,0,0,8.2996,24.5486,102.14,20.3286,10.66,9.93,2.6154,8.68259,0.475846,1.27495,28.896,10.5939,3.18321,3.32805,0.958856,0.282906,0.0850067,0.19789955,0.220526,1.18179,0.291955,0.723923,,,3.40192,0.283213,0.189187,493.7799988,,,
Cade Cavalli,27473,WSN,1.1643,1.99752,0.801191,4.19722,21,3,0,0.3544,30.6632,131.45,27.5211,15.32,14.3,3.29135,12.8803,0.450494,1.88665,29.4732,8.65072,3.78053,2.28823,0.966049,0.224216,0.0979866,0.126229361,0.235863,1.31759,0.28873,0.700725,,,4.072,0.281441,0.233611,674.6799927,,,
Joey Estes,26257,OAK,2.71556,5.59222,3.05041,5.03381,19,11,0,0.3356,59.734,256.89,61.1557,35.99,33.41,10.9828,17.6223,0.415256,2.84221,46.5631,7.01557,2.65511,2.64229,1.65475,0.181257,0.0685986,0.112658486,0.258668,1.31881,0.280484,0.674867,,,5.01319,0.279628,-0.00343327,743.3900146,,,
Camilo Doval,21992,SFG,1.29184,0.853768,0,3.43,36,0,18.934,1.3427,23.8775,100.61,19.8913,9.81,9.1,1.5848,10.0429,0.616612,1.44399,25.2761,9.52714,3.78539,2.51682,0.597347,0.251228,0.0998197,0.151408456,0.223188,1.25365,0.294022,0.726099,,,3.34314,0.275915,0.240233,57.29000092,,,
Trevor Williams,16977,WSN,2.82051,6.29075,3.32213,5.06762,21,12,0,0.3544,64.1662,278.09,68.6314,38.76,36.13,10.7232,20.1778,0.333831,2.68852,47.7596,6.69881,2.83015,2.36694,1.50405,0.171742,0.0725584,0.099183209,0.268907,1.38405,0.294337,0.678204,,,4.9072,0.27436,-0.0656695,738.710022,,,
Cody Bradford,27597,TEX,1.43062,1.07035,0.514101,3.79086,21,2,0,0.3406,26.3054,108.02,23.2612,11.91,11.08,3.55503,6.4836,0.447512,0.891411,24.184,8.27419,2.21827,3.73002,1.2163,0.223884,0.0600223,0.163861893,0.231122,1.13075,0.270296,0.720082,,,3.91348,0.273562,0.228003,612.3699951,,,
Ryan Pressly,7005,HOU,1.45462,0.735955,0,3.59169,36,0,1.194,8.8668,24.3562,100.74,22.0225,10.47,9.72,2.50515,6.61458,0.324282,0.934311,25.9044,9.57206,2.44419,3.91625,0.925692,0.257141,0.0656599,0.19148095,0.236315,1.17576,0.301279,0.722928,,,3.29402,0.273163,0.240233,305.0599976,,,
JoJo Romero,19574,STL,1.42341,0.868697,0,3.48891,37,0,2.018,7.504,24.79,103.38,22.5332,10.36,9.61,2.08424,7.55946,0.422577,1.19087,24.0194,8.72022,2.74446,3.17739,0.756683,0.23234,0.0731231,0.15921735,0.23812,1.2139,0.298411,0.72614,,,3.36832,0.273134,0.29397,686.6500244,,,
Alex Vesia,25007,LAD,1.67179,0.554483,0,3.41072,34,0,0.685,7.0828,22.3237,92.03,16.5169,9.11,8.46,2.74402,8.72479,0.504032,0.975932,29.0083,11.6949,3.51748,3.32481,1.10627,0.315205,0.0948038,0.220400795,0.20062,1.13071,0.272315,0.753815,,,3.45694,0.272395,0.237667,737.4199829,,,
Evan Phillips,17734,LAD,1.67326,0.575932,0,3.56087,35,0,19.404,1.3076,22.9747,94.89,19.6785,9.77,9.09,2.43839,6.70742,0.457749,1.24009,25.1472,9.85103,2.62753,3.74916,0.955201,0.265014,0.0706863,0.194328122,0.226339,1.14848,0.290449,0.723307,,,3.38261,0.268601,0.186585,81.95999908,,,
DJ Herz,26389,WSN,1.72847,3.33245,1.61915,4.52937,20,6,0,0.3544,40.8534,177.8,35.9371,22.02,20.56,5.55525,20.7194,0.506432,2.0956,42.9967,9.47217,4.56448,2.07519,1.22382,0.241826,0.116532,0.125294231,0.231875,1.38682,0.285455,0.708615,,,4.49242,0.263673,0.17879,750.5200195,,,
Andrew Heaney,15423,TEX,3.17773,3.06141,1.8776,4.55021,31,7,0,0.3406,54.4524,232.48,51.7612,29.64,27.53,9.09979,18.4841,0.691349,2.7785,53.6839,8.87298,3.0551,2.90432,1.50403,0.230918,0.0795085,0.151409775,0.245061,1.29003,0.287411,0.706111,,,4.52638,0.262892,0.082397,373.6700134,,,
Quinn Priester,25977,PIT,2.06793,2.86639,1.63033,4.67811,18,6,0,0.3483,39.2851,170.37,41.2302,21.9,20.42,4.39541,13.9247,0.375122,1.9952,27.5279,6.30649,3.19008,1.97691,1.00696,0.161577,0.0817324,0.07984478,0.266948,1.40397,0.300626,0.678653,,,4.42301,0.261406,0.0734247,711.1699829,,,
Michael Soroka,18383,CHW,1.73117,2.41507,1.07943,4.26884,28,4,0,0.3299,41.7654,177.91,39.8224,21.3,19.81,5.0031,14.2713,0.579638,2.43316,32.8473,7.07825,3.07531,2.30163,1.07811,0.184629,0.0802165,0.104412466,0.247029,1.29518,0.282269,0.696414,,,4.33843,0.258489,0.246073,457.019989,,,
Devin Williams,15816,MIL,0.890098,0.566761,0,3.09813,24,0,9.017,2.9387,16.1807,66.82,11.8852,5.99,5.57,1.32275,6.79167,0.270324,0.862029,21.5799,12.0031,3.77764,3.17741,0.735733,0.322956,0.101641,0.221314751,0.200878,1.15427,0.291269,0.754048,,,2.96863,0.25769,0.230186,147.8800049,,,
DL Hall,22207,MIL,2.11762,2.36895,1.08595,4.38764,31,4,0,0.3405,45.7421,199.02,42.2557,23.9,22.3,5.54074,21.4412,0.768239,2.28819,45.9613,9.04313,4.21867,2.1436,1.09017,0.230938,0.107734,0.12320409,0.241061,1.39252,0.296594,0.711423,,,4.27562,0.256336,0.152644,309.7000122,,,
Bryan Abreu,16609,HOU,1.5147,0.771139,0,3.60057,37,0,1.194,7.7336,25.0211,105.9,19.2267,10.72,10.01,2.46976,11.7947,0.323341,1.83185,31.9677,11.4987,4.24252,2.71035,0.888364,0.301867,0.111376,0.190491542,0.208367,1.23981,0.289732,0.736526,,,3.51596,0.25519,0.189178,405.6600037,,,
Aroldis Chapman,10233,PIT,1.23857,0.918348,0,3.52092,36,0,1.903,6.7092,23.3888,100.16,15.8662,9.82,9.15,1.97717,14.8623,0.432857,1.36665,33.9923,13.0802,5.71901,2.28715,0.760816,0.33938,0.148385,0.190994129,0.189039,1.31381,0.289587,0.747788,,,3.42809,0.253711,0.186575,346.4299927,,,
Kody Funderburk,24993,MIN,0.976922,0.594753,0,3.1894,26,0,0,0.3491,17.6366,73.93,14.9224,6.74,6.25,0.861549,6.92643,0.394365,0.958204,17.9778,9.17412,3.53458,2.59553,0.439652,0.243173,0.0936891,0.149483785,0.225942,1.23884,0.297862,0.731923,,,3.09177,0.253018,0.232698,747.9199829,,,
Tyler Rogers,15541,SFG,1.26426,0.84538,0,3.48112,35,0,1.336,7.0171,23.1908,95.36,22.2268,9.69,8.97,1.68524,4.53009,0.304703,1.30909,16.0021,6.21018,1.75806,3.53241,0.654017,0.167808,0.0475051,0.120302454,0.248286,1.15377,0.285961,0.699533,,,3.47424,0.249528,0.186585,695.460022,,,
Andrew Chafin,12988,DET,1.19211,0.959501,0,3.61167,34,0,1.09,7.9287,22.9755,96.72,20.0767,9.98,9.22,2.06184,8.59977,0.36089,0.99503,23.727,9.29437,3.36871,2.75903,0.807665,0.245317,0.0889141,0.156402439,0.230435,1.24813,0.293706,0.724953,,,3.50826,0.249497,0.186596,745.7000122,,,
Caleb Ferguson,19349,NYY,1.33926,0.590917,0,3.37795,33,0,0,6.5846,20.622,86.05,17.2589,8.36,7.74,1.87937,7.39328,0.331026,1.25711,22.674,9.89556,3.22663,3.06685,0.820208,0.263498,0.0859184,0.177580044,0.222984,1.19543,0.291024,0.739845,,,3.39837,0.248223,0.288902,731.0599976,,,
Sixto Sánchez,19680,MIA,1.35378,1.7241,0.820053,4.42002,18,3,0,0.3474,28.9342,123.37,31.06,15.3,14.21,2.84989,7.05586,0.470222,1.37306,16.7688,5.21595,2.19473,2.37659,0.886459,0.135923,0.0571926,0.078730542,0.270226,1.31733,0.295945,0.668577,,,4.1495,0.247604,0.131326,632.3699951,,,
José Alvarado,17780,PHI,1.35562,0.76088,0,3.36131,36,0,8.434,4.584,21.8486,92.35,17.7837,8.79,8.16,1.52757,10.023,0.555752,1.26908,24.6893,10.1702,4.12875,2.46326,0.629247,0.267345,0.108533,0.158811927,0.219395,1.2727,0.296423,0.74087,,,3.3536,0.246995,0.237625,158.8000031,,,
Tyler Mahle,16358,TEX,1.68488,1.47911,1.0133,4.09448,11,4,0,0.3406,24.5526,102.42,21.5975,11.98,11.17,3.72875,7.79858,0.156948,1.09872,23.5076,8.61698,2.85865,3.01435,1.36681,0.229522,0.0761432,0.153378882,0.230933,1.19727,0.269569,0.720392,,,4.30076,0.244629,0.270045,670.4199829,,,
Mitch Spence,27707,OAK,1.429,2.46844,1.0785,4.51983,22,4,0,0.3356,36.9572,158.58,37.6275,20.03,18.56,4.51563,11.7572,0.476121,1.8092,28.7189,6.99378,2.86317,2.44267,1.09967,0.181101,0.0741404,0.106960289,0.259476,1.33627,0.296226,0.681671,,,4.28971,0.242933,0.0885435,733.3200073,,,
Josiah Gray,24580,WSN,3.3472,7.02138,6.42051,5.17957,15,15,0,0,83.7,363.5,81.5687,51.61,48.17,15.5937,34.3081,0.28887,3.86596,68.6937,7.38642,3.68905,2.00226,1.67675,0.188979,0.0943828,0.094595835,0.250729,1.38443,0.273711,0.683358,,,5.30301,0.242691,-0.0297019,383.6400146,,,
Tobias Myers,22191,MIL,2.81014,3.93765,2.48112,4.9734,16,9,0,0.3405,48.6428,209.24,49.1119,28.82,26.88,8.71419,16.068,0.311298,1.93243,42.1037,7.79013,2.97294,2.62035,1.61232,0.201222,0.0767922,0.124430105,0.256808,1.33997,0.287689,0.686294,,,4.86215,0.242212,0.0325982,999,,,
Colin Holderman,22361,PIT,1.20932,0.921874,0,3.59964,35,0,0.634,8.3198,22.7273,95.7,18.9634,9.74,9.09,1.74989,9.17137,0.509932,1.48675,22.3609,8.85493,3.63186,2.43812,0.692958,0.233657,0.0958346,0.137822062,0.222989,1.23793,0.282508,0.71617,,,3.59427,0.242035,0.186585,744.6300049,,,
Tanner Scott,17586,MIA,1.28855,1.03458,0,3.69995,37,0,13.202,2.9105,26.0517,112.67,22.3307,11.52,10.71,1.87593,13.2003,0.489764,1.79954,30.1836,10.4274,4.56025,2.28659,0.648073,0.267894,0.117159,0.150735043,0.228634,1.36387,0.31176,0.729713,,,3.50043,0.240893,0.138257,104.8799973,,,
Blake Treinen,12572,LAD,1.62169,0.567792,0,3.55183,34,0,1.37,8.0683,22.3237,93,18.9207,9.46,8.81,2.11292,7.96567,0.386273,1.14761,24.4303,9.84929,3.21143,3.06695,0.851843,0.262691,0.0856524,0.177038789,0.22555,1.20439,0.293106,0.728275,,,3.42063,0.240614,0.237667,727.710022,,,
Pedro Avila,18864,CLE,1.50595,1.77825,0.528539,4.24052,32,2,0,2.836,39.1367,168.82,36.6704,19.83,18.44,4.18231,15.9566,0.608246,2.39353,37.2059,8.55597,3.66942,2.3317,0.961778,0.220388,0.0945182,0.12586949,0.243706,1.3447,0.297832,0.701213,,,4.04875,0.239457,0.0968671,745.0800171,,,
Kyle Freeland,16256,COL,3.21087,5.92373,4.6195,5.71936,14,14,0,0,69.034,306.26,84.114,47.3,43.87,11.125,20.3888,0.193691,2.76625,44.0293,5.74013,2.65809,2.15949,1.45037,0.143765,0.0665733,0.077191189,0.297112,1.51379,0.320196,0.643249,,,4.97986,0.23879,-0.42567,654.3900146,,,
James Paxton,11828,LAD,5.16791,3.97556,3.60502,5.10006,19,13,0,0.3541,66.9522,292.26,70.2484,40.78,37.94,11.2967,25.5591,0.293337,1.92418,53.2138,7.15323,3.43576,2.08199,1.51856,0.182077,0.0874533,0.094623655,0.265312,1.43098,0.294366,0.687912,,,4.98956,0.237364,-0.0512249,302.6499939,,,
Chris Martin,11847,BOS,1.11271,0.760703,0,3.83059,32,0,0,5.5071,20.9811,86.44,20.7572,9.63,8.93,2.44788,3.58352,0.417439,0.783587,20.3801,8.74218,1.53718,5.68716,1.05004,0.235771,0.0414567,0.194314454,0.252912,1.16013,0.309044,0.703402,,,3.35267,0.236326,0.0795873,485.3699951,,,
Alex Wood,13781,OAK,2.53443,5.07844,3.60726,5.16896,15,10,0,0.3356,56.8316,251.47,62.4495,35.21,32.64,8.08493,20.5976,0.320773,4.0183,41.6478,6.59545,3.26189,2.02198,1.28035,0.165617,0.0819086,0.083708607,0.275285,1.46128,0.306934,0.666922,,,4.83738,0.235501,-0.0570287,541.7999878,,,
Sam Hentges,18548,CLE,1.0894,0.987922,0,3.69867,34,0,0,7.6353,23.1651,97.62,20.6513,10.29,9.52,2.14876,8.56566,0.420349,0.860409,24.5874,9.55261,3.32789,2.87047,0.834826,0.251869,0.0877449,0.164123945,0.234158,1.26125,0.301062,0.722163,,,3.45801,0.233742,0.186596,999,,,
Tyler Alexander,17735,TBR,1.53107,1.70613,0.802588,4.43389,21,3,0,0.3526,32.8222,137.89,32.1497,17.43,16.17,5.32106,7.96255,0.488841,1.36449,28.1795,7.72695,2.18337,3.539,1.45906,0.204362,0.0577457,0.146616329,0.250069,1.22211,0.282221,0.694437,,,4.39716,0.223795,0.141559,680.7600098,,,
Andrew Nardi,25942,MIA,1.19343,0.975523,0,3.86874,34,0,0.591,8.168,23.845,100.7,21.155,11.05,10.25,2.72814,8.4657,0.481881,1.19379,26.471,9.99117,3.19527,3.12686,1.0297,0.26287,0.0840685,0.178801559,0.232369,1.24222,0.29797,0.719758,,,3.6366,0.223268,0.13565,463.2099915,,,
Pierce Johnson,13435,ATL,1.53508,0.759103,0,4.01153,36,0,0.628,7.2586,23.4898,100.23,20.658,11.26,10.47,2.68098,9.63842,0.401607,1.10492,28.6051,10.9599,3.69291,2.96782,1.0272,0.285394,0.096163,0.189231277,0.23085,1.28977,0.308881,0.717191,,,3.57452,0.22202,0.0822067,646.1900024,,,
Adam Ottavino,1247,NYM,1.21503,0.902527,0,3.84195,35,0,1.32,7.3911,22.6526,94.12,18.0747,10.32,9.67,2.19639,8.75456,0.408498,1.50743,25.1249,9.98228,3.47824,2.86992,0.87264,0.266945,0.0930149,0.173930615,0.215539,1.18438,0.280849,0.695,,,3.55547,0.221764,0.186585,608.3200073,,,
David Robertson,8241,TEX,1.42827,0.769756,0,3.33936,37,0,2.649,6.3211,22.9625,95.31,16.9718,9.12,8.52,2.43393,10.0072,0.377114,1.25929,28.3446,11.1095,3.92224,2.83243,0.953964,0.297394,0.104996,0.192397982,0.20194,1.17491,0.272934,0.757652,,,3.53533,0.221059,0.291365,339.2900085,,,
Ryan Fernandez,24862,STL,1.11297,0.705626,0,3.6494,29,0,0,3.9888,19.384,80.38,17.4872,8.44,7.86,1.96803,5.32308,0.408183,0.830739,19.4686,9.03925,2.47151,3.65738,0.913755,0.242207,0.066224,0.175982513,0.235593,1.17676,0.293981,0.716542,,,3.41778,0.220913,0.181443,999,,,
Clay Holmes,13649,NYY,1.4542,0.629854,0,3.25127,36,0,17.577,1.3431,22.5327,94.85,19.9201,8.81,8.14,1.43654,8.42464,0.34252,1.76485,21.7113,8.67192,3.36496,2.57712,0.573782,0.228902,0.0888207,0.140081033,0.235294,1.25794,0.300484,0.741818,,,3.41255,0.219069,0.291397,97.29000092,,,
Yimi García,12095,TOR,0.901256,0.669,0,3.41987,26,0,2.382,7.0674,16.7638,68.02,13.4592,6.84,6.37,2.13211,4.33176,0.397229,0.956167,19.6399,10.5441,2.3256,4.53394,1.14467,0.288738,0.0636836,0.225054242,0.214551,1.06127,0.276541,0.73963,,,3.4108,0.219025,0.178891,571.8499756,,,
Keegan Akin,19362,BAL,1.18744,0.8506,0,3.8084,34,0,0.571,6.9313,22.5449,94.72,20.7464,10.31,9.54,2.52709,7.03993,0.500579,0.811553,23.0547,9.2035,2.81036,3.27484,1.00882,0.243398,0.0743236,0.169074558,0.238825,1.23249,0.29728,0.720721,,,3.61097,0.217631,0.186596,750.1799927,,,
Hunter Harvey,15507,WSN,0.919222,1.14147,0,3.97,36,0,5.434,5.6267,23.2368,96.87,21.6269,11.02,10.25,2.7695,6.19098,0.385507,1.04132,24.204,9.37463,2.39787,3.90956,1.07268,0.249861,0.0639102,0.18595057,0.24127,1.19715,0.300927,0.701648,,,3.55412,0.217511,0.0822067,256.6000061,,,
Paul Sewald,13892,ARI,1.36794,0.896773,0,3.86011,35,0,17.536,1.2181,22.4994,93.9,19.1539,10.37,9.65,2.9816,7.30511,0.615757,1.09019,25.488,10.1955,2.92213,3.48906,1.19268,0.271438,0.0777967,0.193640776,0.22401,1.17599,0.283549,0.721973,,,3.73072,0.217191,0.133029,92.12999725,,,
Angel Zerpa,22717,KCR,1.23248,0.870921,0,3.57058,34,0,0.571,6.8792,22.4081,93.43,21.1133,9.61,8.89,1.85142,6.11556,0.479133,0.967807,18.7488,7.53029,2.45625,3.06576,0.743604,0.200673,0.065456,0.135216631,0.244517,1.21513,0.292972,0.715141,,,3.50324,0.216398,0.133033,750.3699951,,,
Trevor Megill,17722,MIL,1.23939,1.02193,0,4.18951,36,0,7.177,4.3968,24.7046,105.35,22.0441,12.38,11.5,3.27386,9.32463,0.667851,1.31496,30.3224,11.0466,3.39701,3.25186,1.19268,0.287825,0.088511,0.199313954,0.232753,1.26975,0.307134,0.708923,,,3.71421,0.214829,0.0848288,475.4100037,,,
Slade Cecconi,27500,ARI,1.66708,1.6513,0.815861,4.51626,22,3,0,0.3351,31.7254,134.43,31.6476,17.12,15.92,4.86229,8.20019,0.562114,1.5365,27.1249,7.6949,2.32627,3.30783,1.37936,0.201777,0.0609997,0.140777197,0.253803,1.25602,0.288927,0.687875,,,4.35737,0.212015,0.0797887,747.8599854,,,
Ian Hamilton,19261,NYY,1.37106,0.617861,0,3.47995,34,0,1.241,8.1659,21.2589,89.79,17.7903,8.86,8.22,1.78591,8.90398,0.348072,1.307,22.9798,9.72854,3.76952,2.58084,0.75607,0.255928,0.0991645,0.15676374,0.223555,1.25567,0.29198,0.737136,,,3.52537,0.211949,0.183984,647.7600098,,,
Raisel Iglesias,17130,ATL,1.61204,0.770014,0,3.89149,37,0,17.158,1.6583,24.1681,100.46,22.6376,11.27,10.45,3.13629,5.91125,0.378243,0.957546,24.5722,9.15049,2.2013,4.15685,1.16793,0.244597,0.0588418,0.18575497,0.241877,1.18126,0.296,0.715242,,,3.66042,0.211422,0.135639,61.15000153,,,
Justin Martinez,24453,ARI,1.40731,0.860513,0,3.49838,36,0,1.238,6.6688,23.1536,99.83,19.0504,9.66,9,1.47309,12.2271,0.704667,1.6503,25.653,9.97154,4.75279,2.09804,0.572603,0.256967,0.122479,0.134487391,0.221638,1.35087,0.298799,0.739941,,,3.56351,0.211357,0.186575,750.0800171,,,
